 2.011807996e+03  4.279299000e+02 ...
 2.011810734e+03  4.113861000e+02 ...
 2.011813474e+03  4.303175000e+02 ...
 2.011816214e+03  4.653490000e+02 ...
 2.011818954e+03  4.074440000e+02 ...
 2.011821693e+03  4.149940000e+02 ...
 2.011824433e+03  4.477500000e+02 ...
 2.011827173e+03  4.499702000e+02 ...
 2.011829912e+03  3.933419000e+02 ...
 2.011832652e+03  4.198794000e+02 ...
 2.011835392e+03  4.208788000e+02 ...
 2.011838132e+03  4.238215000e+02 ...
 2.011840872e+03  4.569316000e+02 ...
 2.011843612e+03  4.372803000e+02 ...
 2.011846352e+03  4.292858000e+02 ...
 2.011849091e+03  4.451624000e+02 ...
 2.011854571e+03  4.252893000e+02 ...
 2.011857311e+03  4.405552000e+02 ...
 2.011860050e+03  4.327272000e+02 ...
 2.011862790e+03  4.295075000e+02 ...
 2.011865530e+03  4.316177000e+02 ...
 2.011868269e+03  4.222354000e+02 ...
 2.011871009e+03  4.217362000e+02 ...
 2.011912105e+03  4.515233000e+02 ...
 2.011914845e+03  4.898673000e+02 ...
 2.011917584e+03  4.540765000e+02 ...
 2.011920324e+03  4.678927000e+02 ...
 2.011923064e+03  4.805453000e+02 ...
 2.011925804e+03  5.075137000e+02 ...
 2.011928543e+03  4.865932000e+02 ...
 2.011931283e+03  4.708336000e+02 ...
 2.011934023e+03  4.812111000e+02 ...
 2.011936763e+03  4.817658000e+02 ...
 2.011939502e+03  4.778255000e+02 ...
 2.011942242e+03  4.777148000e+02 ...
 2.011969639e+03  4.771411000e+02 ...
 2.011975119e+03  4.735897000e+02 ...
 2.011977859e+03  4.573293000e+02 ...
 2.011980598e+03  4.648769000e+02 ...
 2.011983338e+03  4.628239000e+02 ...
 2.011986078e+03  4.764203000e+02 ...
 2.011988818e+03  4.636561000e+02 ...
 2.011991557e+03  4.481172000e+02 ...
 2.011994297e+03  4.584955000e+02 ...
 2.011999777e+03  4.571629000e+02 ...
 2.012010704e+03  4.191077000e+02 ...
 2.012013436e+03  4.911320000e+02 ...
 2.012016168e+03  4.364754000e+02 ...
 2.012021633e+03  4.484053000e+02 ...
 2.012027097e+03  4.896889000e+02 ...
 2.012029830e+03  4.823096000e+02 ...
 2.012032562e+03  4.808105000e+02 ...
 2.012035294e+03  4.831411000e+02 ...
 2.012038026e+03  4.823646000e+02 ...
 2.012040758e+03  4.931853000e+02 ...
 2.012048957e+03  5.078999000e+02 ...
 2.012048957e+03  4.977187000e+02 ...
 2.012051689e+03  5.013539000e+02 ...
 2.012051689e+03  4.997707000e+02 ...
 2.012054422e+03  4.955838000e+02 ...
 2.012054422e+03  4.889530000e+02 ...
 2.012057154e+03  4.934762000e+02 ...
 2.012057154e+03  5.006592000e+02 ...
 2.012059886e+03  4.823243000e+02 ...
 2.012059886e+03  5.143608000e+02 ...
 2.012065351e+03  5.089237000e+02 ...
 2.012068083e+03  4.826579000e+02 ...
 2.012068083e+03  5.128626000e+02 ...
 2.012070815e+03  4.789955000e+02 ...
 2.012070815e+03  5.073154000e+02 ...
 2.012073547e+03  4.807160000e+02 ...
 2.012073547e+03  5.050416000e+02 ...
 2.012076280e+03  4.881492000e+02 ...
 2.012076280e+03  5.046528000e+02 ...
 2.012079012e+03  4.991343000e+02 ...
 2.012079012e+03  5.029887000e+02 ...
 2.012081744e+03  4.904245000e+02 ...
 2.012081744e+03  5.111437000e+02 ...
 2.012125460e+03  5.132194000e+02 ...
 2.012128192e+03  5.179340000e+02 ...
 2.012130924e+03  5.086710000e+02 ...
 2.012133657e+03  5.061188000e+02 ...
 2.012136389e+03  5.018470000e+02 ...
 2.012139121e+03  5.058414000e+02 ...
 2.012141853e+03  4.984088000e+02 ...
 2.012144586e+03  4.855939000e+02 ...
 2.012147318e+03  4.913631000e+02 ...
 2.012150050e+03  4.982423000e+02 ...
 2.012152782e+03  5.017362000e+02 ...
 2.012155515e+03  5.184335000e+02 ...
 2.012166443e+03  5.198404000e+02 ...
 2.012169176e+03  5.081388000e+02 ...
 2.012171908e+03  5.178442000e+02 ...
 2.012174640e+03  4.975472000e+02 ...
 2.012180105e+03  5.294898000e+02 ...
 2.012182837e+03  5.228343000e+02 ...
 2.012185569e+03  5.286013000e+02 ...
 2.012188301e+03  5.178992000e+02 ...
 2.012191034e+03  5.104676000e+02 ...
 2.012193766e+03  5.137399000e+02 ...
 2.012196498e+03  5.283245000e+02 ...
 2.012201963e+03  5.246641000e+02 ...
 2.012204695e+03  5.107185000e+02 ...
 2.012207427e+03  4.977975000e+02 ...
 2.012210159e+03  5.129922000e+02 ...
 2.012212892e+03  5.087774000e+02 ...
 2.012215624e+03  5.040637000e+02 ...
 2.012218356e+03  5.029542000e+02 ...
 2.012221088e+03  5.152093000e+02 ...
 2.012223820e+03  5.156539000e+02 ...
 2.012226553e+03  4.952463000e+02 ...
 2.012229285e+03  5.246364000e+02 ...
 2.012232017e+03  5.342300000e+02 ...
 2.012234749e+03  5.263006000e+02 ...
 2.012300323e+03  5.280800000e+02 ...
 2.012303056e+03  5.271272000e+02 ...
 2.012305788e+03  5.289327000e+02 ...
 2.012313985e+03  5.383156000e+02 ...
 2.012319449e+03  5.267260000e+02 ...
 2.012330378e+03  5.179961000e+02 ...
 2.012333110e+03  5.449885000e+02 ...
 2.012335843e+03  5.364101000e+02 ...
 2.012338575e+03  5.357576000e+02 ...
 2.012341307e+03  5.314422000e+02 ...
 2.012344039e+03  5.277291000e+02 ...
 2.012352236e+03  5.573946000e+02 ...
 2.012357701e+03  5.641724000e+02 ...
 2.012360433e+03  5.801338000e+02 ...
 2.012363165e+03  5.511704000e+02 ...
 2.012365898e+03  5.494140000e+02 ...
 2.012368630e+03  5.517235000e+02 ...
 2.012371362e+03  5.471039000e+02 ...
 2.012374094e+03  5.427877000e+02 ...
 2.012376827e+03  5.463010000e+02 ...
 2.012379559e+03  5.459505000e+02 ...
 2.012385023e+03  5.400769000e+02 ...
 2.012390487e+03  5.539436000e+02 ...
 2.012393220e+03  5.770337000e+02 ...
 2.012398684e+03  5.294490000e+02 ...
 2.012401416e+03  5.274420000e+02 ...
 2.012404149e+03  4.881897000e+02 ...
 2.012404377e+03  4.895941000e+02 ...
 2.012406881e+03  5.010894000e+02 ...
 2.012411833e+03  5.369788000e+02 ...
 2.012412345e+03  5.419975000e+02 ...
 2.012415248e+03  5.501286000e+02 ...
 2.012423274e+03  5.598690000e+02 ...
 2.012426007e+03  4.671762000e+02 ...
 2.012428739e+03  5.116655000e+02 ...
 2.012431471e+03  5.073968000e+02 ...
 2.012436936e+03  4.731014000e+02 ...
 2.012439668e+03  4.412665000e+02 ...
 2.012442400e+03  4.753119000e+02 ...
 2.012445132e+03  5.372223000e+02 ...
 2.012447864e+03  5.555511000e+02 ...
 2.012450597e+03  4.312245000e+02 ...
