1993.145874 1.233
1993.166626 0.559
1993.187500 -0.015
1993.208374 -0.373
1993.229126 -0.369
1993.250000 -0.171
1993.270874 0.268
1993.291626 0.856
1993.312500 1.429
1993.333374 1.838
1993.354126 1.932
1993.375000 1.603
1993.395874 0.803
1993.416626 -0.460
1993.437500 -2.073
1993.458374 -3.895
1993.479126 -5.751
1993.500000 -6.979
1993.520874 -8.020
1993.541626 -8.448
1993.562500 -8.169
1993.583374 -7.291
1993.604126 -6.064
1993.625000 -4.746
1993.645874 -3.719
1993.666626 -3.336
1993.687500 -3.687
1993.708374 -4.805
1993.729126 -6.524
1993.750000 -8.429
1993.770874 -10.172
1993.791626 -11.403
1993.812500 -11.936
1993.833374 -11.703
1993.854126 -10.797
1993.875000 -9.498
1993.895874 -8.050
1993.916626 -6.744
1993.937500 -5.525
1993.958374 -4.508
1993.979126 -3.644
1994.000000 -2.599
1994.020874 -1.996
1994.041626 -1.459
1994.062500 -1.080
1994.083374 -0.737
1994.104126 -0.558
1994.125000 -0.125
1994.145874 -0.003
1994.166626 0.130
1994.187500 0.236
1994.208374 0.273
1994.229126 0.520
1994.250000 0.179
1994.270874 -0.443
1994.291626 -1.182
1994.312500 -2.059
1994.333374 -2.873
1994.354126 -3.542
1994.375000 -3.883
1994.395874 -3.845
1994.416626 -3.491
1994.437500 -2.959
1994.458374 -2.457
1994.479126 -2.162
1994.500000 -2.187
1994.520874 -2.524
1994.541626 -3.058
1994.562500 -3.511
1994.583374 -3.648
1994.604126 -3.299
1994.625000 -2.357
1994.645874 -0.826
1994.666626 -0.413
1994.687500 0.600
1994.708374 1.813
1994.729126 2.972
1994.750000 3.872
1994.770874 4.375
1994.791626 4.187
1994.812500 3.418
1994.833374 2.197
1994.854126 -1.202
1994.875000 -2.754
1994.895874 -3.889
1994.916626 -4.525
1994.937500 -4.670
1994.958374 -4.396
1994.979126 -3.852
1995.000000 -3.030
1995.020874 -6.295
1995.041626 -6.239
1995.062500 -5.963
1995.083374 -5.471
1995.104126 -4.763
1995.125000 -3.954
1995.145874 -3.105
1995.166626 -2.310
1995.187500 -1.724
1995.208374 -1.917
1995.229126 -2.157
1995.250000 -2.424
1995.270874 -2.640
1995.291626 -2.722
1995.312500 -2.636
1995.333374 -2.361
1995.354126 -1.907
1995.375000 -2.708
1995.395874 -1.579
1995.416626 -0.178
1995.437500 1.268
1995.458374 2.509
1995.479126 3.320
1995.500000 3.596
1995.520874 3.332
1995.541626 2.622
1995.562500 1.730
1995.583374 0.867
1995.604126 0.171
1995.625000 -0.212
1995.645874 -0.388
1995.666626 -0.582
1995.687500 -0.944
1995.708374 -1.721
1995.729126 -3.041
1995.750000 -4.775
1995.770874 -6.750
1995.791626 -8.652
1995.812500 -10.122
1995.833374 -10.904
1995.854126 -10.859
1995.875000 -10.082
1995.895874 -8.622
1995.916626 -7.352
1995.937500 -6.207
1995.958374 -5.417
1995.979126 -5.102
1996.000000 -6.259
1996.020874 -6.634
1996.041626 -7.141
1996.062500 -7.570
1996.083374 -7.316
1996.104126 -6.937
1996.125000 -6.092
1996.145874 -4.857
1996.166626 -3.380
1996.187500 -1.903
1996.208374 -0.564
1996.229126 0.533
1996.250000 1.326
1996.270874 1.832
1996.291626 2.094
1996.312500 2.154
1996.333374 2.086
1996.354126 1.963
1996.375000 1.869
1996.395874 1.898
1996.416626 2.113
1996.437500 2.584
1996.458374 3.306
1996.479126 4.215
1996.500000 5.215
1996.520874 6.151
1996.541626 6.836
1996.562500 7.169
1996.583374 7.035
1996.604126 6.354
1996.625000 5.226
1996.645874 3.695
1996.666626 2.782
1996.687500 0.815
1996.708374 -1.192
1996.729126 -3.099
1996.750000 -4.679
1996.770874 -5.858
1996.791626 -6.575
1996.812500 -6.810
1996.833374 -6.460
1996.854126 -5.800
1996.875000 -4.936
1996.895874 -3.963
1996.916626 -3.687
1996.937500 -2.760
1996.958374 -2.046
1996.979126 -1.597
1997.000000 -2.725
1997.020874 -2.874
1997.041626 -3.208
1997.062500 -3.677
1997.083374 -4.116
1997.104126 -4.374
1997.125000 -4.385
1997.145874 -4.086
1997.166626 -2.845
1997.187500 -2.131
1997.208374 -1.418
1997.229126 -0.838
1997.250000 -0.528
1997.270874 -0.521
1997.291626 -0.791
1997.312500 -1.268
1997.333374 -1.817
1997.354126 -2.300
1997.375000 -2.586
1997.395874 -2.409
1997.416626 -2.049
1997.437500 -1.452
1997.458374 -0.790
1997.479126 -0.292
1997.500000 -0.162
1997.520874 -0.579
1997.541626 -1.634
1997.562500 -3.200
1997.583374 -5.101
1997.604126 -7.098
1997.625000 -8.796
1997.645874 -9.984
1997.666626 -10.558
1997.687500 -10.406
1997.708374 -9.679
1997.729126 -8.583
1997.750000 -7.307
1997.770874 -6.088
1997.791626 -5.094
1997.812500 -4.431
1997.833374 -4.134
1997.854126 -4.099
1997.875000 -4.183
1997.895874 -4.385
1997.916626 -4.490
1997.937500 -4.446
1997.958374 -4.203
1997.979126 -3.775
1998.000000 -1.962
1998.020874 -1.426
1998.041626 -1.101
1998.062500 -1.126
1998.083374 -1.479
1998.104126 -2.060
1998.125000 -2.768
1998.145874 -3.410
1998.166626 -3.814
1998.187500 -3.897
1998.208374 -3.590
1998.229126 -2.874
1998.250000 -1.807
1998.270874 -0.483
1998.291626 1.099
1998.312500 2.790
1998.333374 4.488
1998.354126 6.104
1998.375000 7.623
1998.395874 8.829
1998.416626 9.645
1998.437500 10.051
1998.458374 10.121
1998.479126 10.000
1998.500000 9.932
1998.520874 10.131
1998.541626 10.767
1998.562500 10.525
1998.583374 12.723
1998.604126 15.122
1998.625000 17.905
1998.645874 20.623
1998.666626 23.021
1998.687500 25.030
1998.708374 26.568
1998.729126 27.622
1998.750000 28.268
1998.770874 28.501
1998.791626 28.315
1998.812500 27.679
1998.833374 26.559
1998.854126 24.695
1998.875000 22.423
1998.895874 20.551
1998.916626 18.115
1998.937500 15.887
1998.958374 14.068
1998.979126 12.805
1999.000000 12.151
1999.020874 11.931
1999.041626 12.291
1999.062500 12.648
1999.083374 13.028
1999.104126 13.273
1999.125000 13.210
1999.145874 12.817
1999.166626 12.138
1999.187500 11.235
1999.208374 10.260
1999.229126 9.358
1999.250000 8.623
1999.270874 8.110
1999.291626 7.801
1999.312500 7.586
1999.333374 7.334
1999.354126 6.903
1999.375000 6.202
1999.395874 5.229
1999.416626 4.065
1999.437500 2.921
1999.458374 2.005
1999.479126 1.491
1999.500000 1.499
1999.520874 1.985
1999.541626 2.687
1999.562500 3.366
1999.583374 3.698
1999.604126 3.411
1999.625000 2.499
1999.645874 1.032
1999.666626 -0.788
1999.687500 -2.521
1999.708374 -3.902
1999.729126 -4.739
1999.750000 -4.905
1999.770874 -4.525
1999.791626 -3.782
1999.812500 -2.905
1999.833374 -2.085
1999.854126 -1.406
1999.875000 -0.935
1999.895874 -0.614
1999.916626 -0.349
1999.937500 -0.152
1999.958374 0.007
1999.979126 0.131
2000.000000 -0.628
2000.020874 -0.663
2000.041626 -0.653
2000.062500 -0.618
2000.083374 -0.496
2000.104126 -0.248
2000.125000 0.042
2000.145874 0.328
2000.166626 0.532
2000.187500 0.538
2000.208374 0.338
2000.229126 -0.019
2000.250000 -0.455
2000.270874 -0.844
2000.291626 -1.089
2000.312500 -1.178
2000.333374 -1.157
2000.354126 -1.137
2000.375000 -1.237
2000.395874 -1.548
2000.416626 -2.094
2000.437500 -2.779
2000.458374 -3.474
2000.479126 -4.039
2000.500000 -4.320
2000.520874 -4.293
2000.541626 -4.024
2000.562500 -3.561
2000.583374 -3.058
2000.604126 -2.669
2000.625000 -2.395
2000.645874 -2.264
2000.666626 -2.249
2000.687500 -2.157
2000.708374 -1.913
2000.729126 -1.469
2000.750000 -0.744
2000.770874 0.199
2000.791626 1.285
2000.812500 2.385
2000.833374 3.366
2000.854126 4.130
2000.875000 4.543
2000.895874 4.571
2000.916626 4.226
2000.937500 3.502
2000.958374 2.501
2000.979126 1.353
2001.000000 -0.941
2001.020874 -1.970
2001.041626 -2.723
2001.062500 -3.172
2001.083374 -3.274
2001.104126 -3.043
2001.125000 -2.637
2001.145874 -2.174
2001.166626 -1.798
2001.187500 -1.656
2001.208374 -1.763
2001.229126 -2.056
2001.250000 -2.427
2001.270874 -2.711
2001.291626 -2.776
2001.312500 -2.598
2001.333374 -2.240
2001.354126 -1.860
2001.375000 -1.661
2001.395874 -1.794
2001.416626 -2.317
2001.437500 -3.107
2001.458374 -3.943
2001.479126 -4.548
2001.500000 -4.630
2001.520874 -4.071
2001.541626 -2.927
2001.562500 -1.387
2001.583374 0.208
2001.604126 1.483
2001.625000 2.236
2001.645874 2.335
2001.666626 1.795
2001.687500 0.903
2001.708374 0.660
2001.729126 0.708
2001.750000 0.671
2001.770874 0.438
2001.791626 -0.011
2001.812500 -0.607
2001.833374 -1.236
2001.854126 -1.752
2001.875000 -2.097
2001.895874 -2.257
2001.916626 -2.291
2001.937500 -2.378
2001.958374 -2.624
2001.979126 -3.061
2002.000000 -2.191
2002.020874 -3.321
2002.041626 -4.310
2002.062500 -5.138
2002.083374 -5.785
2002.104126 -6.283
2002.125000 -6.752
2002.145874 -7.238
2002.166626 -7.764
2002.187500 -8.352
2002.208374 -9.026
2002.229126 -9.712
2002.250000 -10.415
2002.270874 -11.094
2002.291626 -11.739
2002.312500 -12.229
2002.333374 -12.532
2002.354126 -12.585
2002.375000 -12.401
2002.395874 -12.038
2002.416626 -11.615
2002.437500 -11.241
2002.458374 -10.993
2002.479126 -10.860
2002.500000 -10.570
2002.520874 -10.157
2002.541626 -11.521
2002.562500 -10.976
2002.583374 -9.698
2002.604126 -7.824
2002.625000 -5.581
2002.645874 -3.384
2002.666626 -1.627
2002.687500 -0.459
2002.708374 1.362
2002.729126 1.084
2002.750000 1.121
2002.770874 1.725
2002.791626 3.917
2002.812500 5.533
2002.833374 7.092
2002.854126 8.246
2002.875000 8.663
2002.895874 8.259
2002.916626 7.142
2002.937500 5.537
2002.958374 3.308
2002.979126 1.491
2003.000000 0.728
2003.020874 -0.124
2003.041626 -0.534
2003.062500 -0.696
2003.083374 -0.765
2003.104126 -0.874
2003.125000 -1.163
2003.145874 -1.617
2003.166626 -1.439
2003.187500 -1.827
2003.208374 -1.987
2003.229126 -1.834
2003.250000 -1.355
2003.270874 -0.557
2003.291626 0.498
2003.312500 1.613
2003.333374 2.719
2003.354126 3.632
2003.375000 4.223
2003.395874 4.448
2003.416626 4.321
2003.437500 5.198
2003.458374 4.994
2003.479126 4.876
2003.500000 4.986
2003.520874 5.323
2003.541626 5.883
2003.562500 6.288
2003.583374 6.515
2003.604126 1.726
2003.625000 1.267
2003.645874 0.658
2003.666626 -0.019
2003.687500 -0.488
2003.708374 -0.622
2003.729126 0.944
2003.750000 1.705
2003.770874 2.508
2003.791626 3.161
2003.812500 3.482
2003.833374 3.366
2003.854126 2.820
2003.875000 1.887
2003.895874 0.714
2003.916626 -0.543
2003.937500 -1.803
2003.958374 -2.982
2003.979126 -4.034
2004.000000 -7.847
