  29.1   2925085   2924891   2925085      26.514      500 
  29.2   2925077   2924935   2925077      28.271      500 
  29.3   2925141   2924976   2925141      25.319      500 
  29.4   2924920   2925024   2924920      25.222      500 
  29.5   2924941   2925088   2924941      34.278      500 
  29.6   2925095   2925166   2925095      51.265      500 
  29.7   2925247   2925293   2925247      74.449      500 
  29.8   2925584   2925468   2925584      87.394      500 
  29.9   2925720   2925668   2925720      94.406      500 
  30.0   2925800   2925785   2925800      97.823      500 
  30.1   2925835   2925832   2925835      97.656      500 
  30.2   2926009   2925837   2926009      99.070      500 
  30.3   2925867   2925887   2925867     103.856      500 
  30.4   2925752   2925976   2925752     111.995      500 
  30.5   2925933   2926098   2925933     118.640      500 
  30.6   2926242   2926252   2926242     119.905      500 
  30.7   2926688   2926409   2926688     114.682      500 
  30.8   2926572   2926541   2926572     103.909      500 
  30.9   2926695   2926638   2926695      96.390      500 
  31.0   2926756   2926700   2926756      91.403      500 
  31.1   2926697   2926817   2926697      93.795      500 
  31.2   2926681   2926998   2926681      98.121      500 
  31.3   2927109   2927236   2927109      99.629      500 
  31.4   2927500   2927380   2927500      94.313      500 
  31.5   2927864   2927449   2927864      81.601      500 
  31.6   2927721   2927422   2927721      71.652      500 
  31.7   2927330   2927364   2927330      62.968      500 
  31.8   2926959   2927323   2926959      59.729      500 
  31.9   2927010   2927339   2927010      52.445      500 
  32.0   2927198   2927427   2927198      48.770      500 
  32.1   2927826   2927562   2927826      44.248      500 
  32.2   2928139   2927731   2928139      38.661      500 
  32.3   2927961   2927846   2927961      32.070      500 
  32.4   2927787   2927873   2927787      30.823      500 
  32.5   2927536   2927799   2927536      34.949      500 
  32.6   2927728   2927695   2927728      40.340      500 
  32.7   2927665   2927650   2927665      41.823      500 
  32.8   2927736   2927688   2927736      39.060      500 
  32.9   2927657   2927757   2927657      32.323      500 
  33.0   2927908   2927839   2927908      25.345      500 
  33.1   2927897   2927922   2927897      16.662      500 
  33.2   2927994   2928021   2927994      15.517      500 
  33.3   2928064   2928064   2928064      23.006      500 
  33.4   2928143   2928075   2928143      31.597      500 
  33.5   2928230   2928055   2928230      38.122      500 
  33.6   2928000   2928077   2928000      38.990      500 
  33.7   2927870   2928073   2927870      42.087      500 
  33.8   2927988   2928029   2927988      44.194      500 
  33.9   2928156   2927990   2928156      48.769      500 
  34.0   2928201   2928010   2928201      50.748      500 
  34.1   2927982   2928115   2927982      56.923      500 
  34.2   2927950   2928218   2927950      63.138      500 
  34.3   2928283   2928304   2928283      74.723      500 
  34.4   2928578   2928387   2928578      91.995      500 
  34.5   2928672   2928515   2928672     112.838      500 
  34.6   2928601   2928653   2928601     132.766      500 
  34.7   2928668   2928754   2928668     141.910      500 
  34.8   2928755   2928790   2928755     146.193      500 
  34.9   2928976   2928844   2928976     150.709      500 
  35.0   2928987   2928982   2928987     158.247      500 
  35.1   2929167   2929229   2929167     163.913      500 
  35.2   2929308   2929559   2929308     163.883      500 
  35.3   2929756   2929879   2929756     160.913      500 
  35.4   2930293   2930151   2930293     162.379      500 
  35.5   2930704   2930375   2930704     169.710      500 
  35.6   2930794   2930549   2930794     180.244      500 
  35.7   2930473   2930673   2930473     188.231      500 
  35.8   2930489   2930724   2930489     191.519      500 
  35.9   2930639   2930740   2930639     186.469      500 
  36.0   2930952   2930783   2930952     182.861      500 
  36.1   2931038   2930910   2931038     180.109      500 
  36.2   2931124   2931146   2931124     185.460      500 
  36.3   2931247   2931425   2931247     198.923      500 
  36.4   2931552   2931751   2931552     223.988      500 
  36.5   2932006   2932018   2932006     265.919      500 
  36.6   2932492   2932248   2932492     325.444      500 
  36.7   2932756   2932404   2932756     401.987      500 
  36.8   2932736   2932526   2932736     495.327      500 
  36.9   2932405   2932668   2932405     636.893      500 
  37.0   2932638   2932870   2932638     851.022      500 
  37.1   2933058   2933220   2933058    1174.751      500 
  37.2   2933891   2933792   2933891    1627.058      500 
  37.3   2934833   2934618   2934833    2245.862      500 
  37.4   2935786   2935564   2935786    3061.539      500 
  37.5   2937097   2936653   2937097    4093.797      500 
  37.6   2938680   2938061   2938680    5343.039      500 
  37.7   2940689   2940207   2940689    6770.545      500 
  37.8   2943325   2943502   2943325    8321.323      500 
  37.9   2948306   2948518   2948306    9904.892      500 
  38.0   2955510   2955906   2955510   11443.788      500 
  38.1   2966092   2966367   2966092   12867.506      500 
  38.2   2979412   2980546   2979412   14118.505      500 
  38.3   2996975   2998605   2996975   15153.218      500 
  38.4   3018584   3020309   3018584   15924.707      500 
