1979.99863014 339.138
1979.99863014 339.138
1980.10826503 341.405
1980.10826503 341.405
1980.11615817 341.564
1980.11615817 341.564
1980.15474158 342.178
1980.15474158 342.178
1980.16507286 342.286
1980.16507286 342.286
1980.18148528 342.405
1980.19512751 342.455
1980.19512751 342.455
1980.20064891 342.464
1980.21149059 342.463
1980.21983151 342.448
1980.23884335 342.380
1980.23884335 342.380
1980.25872799 342.276
1980.25872799 342.276
1980.27436248 342.187
1980.27436248 342.187
1980.30437917 342.038
1980.30437917 342.038
1980.31261384 342.005
1980.37004781 341.813
1980.37004781 341.813
1980.40881147 341.520
1980.40881147 341.520
1980.45816257 340.563
1980.74692623 334.282
1980.75253301 334.451
1980.77163024 335.081
1980.77163024 335.081
1980.78551913 335.580
1980.78551913 335.580
1980.80470173 336.307
1980.80470173 336.307
1980.82943420 337.261
1980.82943420 337.261
1980.87844376 338.942
1980.88962887 339.240
1980.88962887 339.240
1980.90058629 339.490
1980.90058629 339.490
1980.90903916 339.653
1980.90903916 339.653
1980.99311248 340.105
1980.99857696 340.105
1980.99857696 340.105
1981.00742009 340.114
1981.00742009 340.114
1981.01211948 340.123
1981.01211948 340.123
1981.01215753 340.123
1981.01215753 340.123
1981.01783676 340.141
1981.01783676 340.141
1981.03755708 340.268
1981.03755708 340.268
1981.05614536 340.493
1981.05614536 340.493
1981.07031964 340.736
1981.07031964 340.736
1981.10821918 341.606
1981.10821918 341.606
1981.12762557 342.100
1981.12762557 342.100
1981.13287671 342.231
1981.13287671 342.231
1981.15262557 342.693
1981.15262557 342.693
1981.15536530 342.752
1981.15536530 342.752
1981.16027397 342.854
1981.16027397 342.854
1981.17933790 343.206
1981.20953196 343.616
1981.20953196 343.616
1981.22865297 343.800
1981.23424658 343.846
1981.23424658 343.846
1981.24520548 343.928
1981.26974886 344.081
1981.26974886 344.081
1981.28082192 344.134
1981.28082192 344.134
1981.34198059 344.025
1981.38789954 343.079
1981.38789954 343.079
1981.42340183 341.772
1981.42340183 341.772
1981.48082192 339.259
1981.49178082 338.806
1981.49178082 338.806
1981.49726027 338.586
1981.49726027 338.586
1981.50011415 338.474
1981.50011415 338.474
1981.51095890 338.059
1981.51095890 338.059
1981.51929224 337.753
1981.51929224 337.753
1981.57671233 335.850
1981.57671233 335.850
1981.59863014 335.192
1981.59863014 335.192
1981.72795852 334.486
1981.72795852 334.486
1981.73013699 334.537
1981.73013699 334.537
1981.78224886 336.035
1981.80950343 336.856
1981.80950343 336.856
1981.81775114 337.098
1981.81775114 337.098
1981.82856735 337.410
1981.82856735 337.410
1981.86438356 338.423
1981.86438356 338.423
1981.87529490 338.730
1981.87529490 338.730
1981.88081240 338.885
