1971 07 21  3.264351e+02  3.263707e+02
1971 07 28  3.259221e+02  3.263898e+02
1971 08 04  3.254091e+02  3.264089e+02
1971 08 11  3.249117e+02  3.264282e+02
1971 08 18  3.244459e+02  3.264475e+02
1971 08 25  3.240279e+02  3.264670e+02
1971 09 01  3.236726e+02  3.264866e+02
1971 09 08  3.233929e+02  3.265064e+02
1971 09 15  3.231985e+02  3.265262e+02
1971 09 22  3.230950e+02  3.265462e+02
1971 09 29  3.230835e+02  3.265664e+02
1971 10 06  3.231604e+02  3.265867e+02
1971 10 13  3.233176e+02  3.266072e+02
1971 10 20  3.235434e+02  3.266279e+02
1971 10 27  3.238235e+02  3.266487e+02
1971 11 03  3.241422e+02  3.266697e+02
1971 11 10  3.244839e+02  3.266909e+02
1971 11 17  3.248341e+02  3.267122e+02
1971 11 24  3.251803e+02  3.267337e+02
1971 12 01  3.255127e+02  3.267554e+02
1971 12 08  3.258241e+02  3.267773e+02
1971 12 15  3.261099e+02  3.267993e+02
1971 12 22  3.263680e+02  3.268215e+02
1971 12 29  3.265984e+02  3.268438e+02
1972 01 05  3.268029e+02  3.268664e+02
1972 01 12  3.269851e+02  3.268890e+02
1972 01 19  3.271502e+02  3.269119e+02
1972 01 26  3.273045e+02  3.269349e+02
1972 02 02  3.274557e+02  3.269580e+02
1972 02 09  3.276119e+02  3.269812e+02
1972 02 16  3.277808e+02  3.270046e+02
1972 02 23  3.279693e+02  3.270281e+02
1972 03 01  3.281820e+02  3.270518e+02
1972 03 08  3.284207e+02  3.270755e+02
1972 03 15  3.286836e+02  3.270993e+02
1972 03 22  3.289650e+02  3.271233e+02
1972 03 29  3.292558e+02  3.271473e+02
1972 04 06  3.295440e+02  3.271714e+02
1972 04 13  3.298158e+02  3.271955e+02
1972 04 20  3.300569e+02  3.272198e+02
1972 04 27  3.302538e+02  3.272441e+02
1972 05 04  3.303950e+02  3.272684e+02
1972 05 11  3.304720e+02  3.272928e+02
1972 05 18  3.304793e+02  3.273172e+02
1972 05 25  3.304149e+02  3.273416e+02
1972 06 01  3.302792e+02  3.273660e+02
1972 06 08  3.300754e+02  3.273905e+02
1972 06 15  3.298078e+02  3.274149e+02
1972 06 22  3.294818e+02  3.274394e+02
1972 06 29  3.291037e+02  3.274638e+02
1972 07 06  3.286802e+02  3.274882e+02
1972 07 13  3.282190e+02  3.275127e+02
1972 07 20  3.277293e+02  3.275370e+02
1972 07 27  3.272218e+02  3.275614e+02
1972 08 03  3.267095e+02  3.275857e+02
1972 08 10  3.262073e+02  3.276100e+02
1972 08 17  3.257316e+02  3.276342e+02
1972 08 24  3.252994e+02  3.276584e+02
1972 08 31  3.249271e+02  3.276825e+02
1972 09 07  3.246293e+02  3.277066e+02
1972 09 14  3.244172e+02  3.277306e+02
1972 09 21  3.242976e+02  3.277546e+02
1972 09 28  3.242724e+02  3.277785e+02
1972 10 05  3.243381e+02  3.278024e+02
1972 10 12  3.244866e+02  3.278262e+02
1972 10 19  3.247059e+02  3.278499e+02
1972 10 26  3.249814e+02  3.278736e+02
1972 11 02  3.252973e+02  3.278973e+02
1972 11 09  3.256376e+02  3.279209e+02
1972 11 16  3.259880e+02  3.279444e+02
1972 11 23  3.263359e+02  3.279679e+02
1972 11 30  3.266712e+02  3.279913e+02
1972 12 07  3.269865e+02  3.280147e+02
1972 12 14  3.272770e+02  3.280380e+02
1972 12 21  3.275400e+02  3.280613e+02
1972 12 28  3.277753e+02  3.280846e+02
1973 01 04  3.279843e+02  3.281078e+02
1973 01 11  3.281702e+02  3.281310e+02
1973 01 18  3.283380e+02  3.281541e+02
1973 01 25  3.284941e+02  3.281773e+02
1973 02 01  3.286458e+02  3.282004e+02
1973 02 08  3.288013e+02  3.282235e+02
1973 02 15  3.289687e+02  3.282466e+02
1973 02 22  3.291547e+02  3.282696e+02
1973 03 01  3.293646e+02  3.282927e+02
1973 03 08  3.296004e+02  3.283157e+02
1973 03 15  3.298609e+02  3.283388e+02
1973 03 22  3.301410e+02  3.283619e+02
1973 03 29  3.304320e+02  3.283849e+02
1973 04 05  3.307223e+02  3.284080e+02
1973 04 12  3.309982e+02  3.284311e+02
1973 04 19  3.312453e+02  3.284542e+02
1973 04 26  3.314500e+02  3.284773e+02
1973 05 03  3.316005e+02  3.285005e+02
1973 05 10  3.316876e+02  3.285236e+02
1973 05 17  3.317055e+02  3.285468e+02
1973 05 24  3.316516e+02  3.285701e+02
1973 05 31  3.315262e+02  3.285933e+02
1973 06 07  3.313320e+02  3.286166e+02
1973 06 14  3.310732e+02  3.286399e+02
1973 06 21  3.307551e+02  3.286633e+02
1973 06 28  3.303838e+02  3.286867e+02
1973 07 05  3.299661e+02  3.287101e+02
1973 07 12  3.295094e+02  3.287336e+02
1973 07 19  3.290228e+02  3.287571e+02
1973 07 26  3.285167e+02  3.287806e+02
1973 08 02  3.280038e+02  3.288042e+02
1973 08 09  3.274988e+02  3.288278e+02
1973 08 16  3.270179e+02  3.288515e+02
1973 08 23  3.265781e+02  3.288751e+02
1973 08 30  3.261961e+02  3.288989e+02
1973 09 06  3.258868e+02  3.289226e+02
1973 09 13  3.256620e+02  3.289464e+02
1973 09 20  3.255292e+02  3.289702e+02
1973 09 27  3.254909e+02  3.289940e+02
1973 10 04  3.255445e+02  3.290179e+02
1973 10 11  3.256825e+02  3.290418e+02
1973 10 18  3.258933e+02  3.290657e+02
1973 10 25  3.261626e+02  3.290896e+02
1973 11 01  3.264745e+02  3.291136e+02
1973 11 08  3.268133e+02  3.291375e+02
1973 11 15  3.271640e+02  3.291615e+02
1973 11 22  3.275139e+02  3.291855e+02
1973 11 29  3.278524e+02  3.292095e+02
1973 12 06  3.281719e+02  3.292335e+02
1973 12 13  3.284670e+02  3.292575e+02
1973 12 20  3.287349e+02  3.292815e+02
1973 12 27  3.289749e+02  3.293055e+02
1974 01 03  3.291882e+02  3.293295e+02
1974 01 10  3.293779e+02  3.293535e+02
1974 01 17  3.295486e+02  3.293774e+02
1974 01 24  3.297066e+02  3.294014e+02
1974 01 31  3.298591e+02  3.294254e+02
1974 02 07  3.300142e+02  3.294493e+02
1974 02 14  3.301801e+02  3.294732e+02
1974 02 21  3.303638e+02  3.294971e+02
1974 02 28  3.305708e+02  3.295210e+02
1974 03 07  3.308037e+02  3.295449e+02
1974 03 14  3.310617e+02  3.295688e+02
1974 03 21  3.313403e+02  3.295926e+02
1974 03 28  3.316313e+02  3.296164e+02
1974 04 04  3.319234e+02  3.296402e+02
1974 04 11  3.322030e+02  3.296640e+02
1974 04 18  3.324560e+02  3.296877e+02
1974 04 25  3.326683e+02  3.297115e+02
1974 05 02  3.328278e+02  3.297352e+02
1974 05 09  3.329249e+02  3.297589e+02
1974 05 16  3.329534e+02  3.297826e+02
1974 05 23  3.329102e+02  3.298062e+02
1974 05 30  3.327951e+02  3.298299e+02
1974 06 06  3.326106e+02  3.298535e+02
1974 06 13  3.323607e+02  3.298772e+02
1974 06 20  3.320506e+02  3.299008e+02
1974 06 27  3.316864e+02  3.299244e+02
1974 07 04  3.312746e+02  3.299480e+02
1974 07 11  3.308227e+02  3.299717e+02
1974 07 18  3.303393e+02  3.299953e+02
1974 07 25  3.298349e+02  3.300190e+02
1974 08 01  3.293217e+02  3.300426e+02
1974 08 08  3.288142e+02  3.300663e+02
1974 08 15  3.283285e+02  3.300900e+02
1974 08 22  3.278814e+02  3.301137e+02
1974 08 29  3.274900e+02  3.301375e+02
1974 09 05  3.271694e+02  3.301613e+02
1974 09 12  3.269319e+02  3.301851e+02
1974 09 19  3.267859e+02  3.302090e+02
1974 09 26  3.267345e+02  3.302329e+02
1974 10 03  3.267758e+02  3.302568e+02
1974 10 10  3.269029e+02  3.302808e+02
1974 10 17  3.271049e+02  3.303049e+02
1974 10 24  3.273676e+02  3.303290e+02
1974 10 31  3.276754e+02  3.303532e+02
1974 11 07  3.280122e+02  3.303775e+02
1974 11 14  3.283630e+02  3.304018e+02
1974 11 21  3.287147e+02  3.304262e+02
1974 11 28  3.290564e+02  3.304507e+02
1974 12 05  3.293798e+02  3.304753e+02
1974 12 12  3.296795e+02  3.304999e+02
1974 12 19  3.299523e+02  3.305247e+02
1974 12 26  3.301970e+02  3.305495e+02
1975 01 02  3.304148e+02  3.305744e+02
1975 01 09  3.306083e+02  3.305994e+02
1975 01 16  3.307821e+02  3.306244e+02
1975 01 23  3.309421e+02  3.306496e+02
1975 01 30  3.310955e+02  3.306748e+02
1975 02 06  3.312505e+02  3.307001e+02
1975 02 13  3.314150e+02  3.307256e+02
1975 02 20  3.315965e+02  3.307510e+02
1975 02 27  3.318007e+02  3.307766e+02
1975 03 06  3.320306e+02  3.308023e+02
1975 03 13  3.322860e+02  3.308280e+02
1975 03 20  3.325630e+02  3.308537e+02
1975 03 27  3.328537e+02  3.308796e+02
1975 04 03  3.331473e+02  3.309055e+02
1975 04 10  3.334304e+02  3.309314e+02
1975 04 17  3.336889e+02  3.309574e+02
1975 04 24  3.339085e+02  3.309834e+02
1975 05 01  3.340769e+02  3.310095e+02
1975 05 08  3.341841e+02  3.310356e+02
1975 05 15  3.342231e+02  3.310617e+02
1975 05 22  3.341905e+02  3.310878e+02
1975 05 29  3.340859e+02  3.311138e+02
1975 06 05  3.339112e+02  3.311399e+02
1975 06 12  3.336703e+02  3.311659e+02
1975 06 19  3.333684e+02  3.311919e+02
1975 06 26  3.330114e+02  3.312179e+02
1975 07 03  3.326057e+02  3.312438e+02
1975 07 10  3.321587e+02  3.312696e+02
1975 07 17  3.316789e+02  3.312953e+02
1975 07 24  3.311764e+02  3.313210e+02
1975 07 31  3.306632e+02  3.313465e+02
1975 08 07  3.301535e+02  3.313719e+02
1975 08 14  3.296632e+02  3.313971e+02
1975 08 21  3.292093e+02  3.314222e+02
1975 08 28  3.288087e+02  3.314472e+02
1975 09 04  3.284770e+02  3.314720e+02
1975 09 11  3.282270e+02  3.314966e+02
1975 09 18  3.280677e+02  3.315209e+02
1975 09 25  3.280031e+02  3.315451e+02
1975 10 02  3.280320e+02  3.315691e+02
1975 10 09  3.281481e+02  3.315928e+02
1975 10 16  3.283410e+02  3.316163e+02
1975 10 23  3.285967e+02  3.316395e+02
1975 10 30  3.288998e+02  3.316624e+02
1975 11 06  3.292343e+02  3.316851e+02
1975 11 13  3.295848e+02  3.317075e+02
1975 11 20  3.299381e+02  3.317296e+02
1975 11 27  3.302829e+02  3.317514e+02
1975 12 04  3.306106e+02  3.317729e+02
1975 12 11  3.309152e+02  3.317941e+02
1975 12 18  3.311929e+02  3.318149e+02
1975 12 25  3.314423e+02  3.318355e+02
1976 01 01  3.316639e+02  3.318557e+02
1976 01 08  3.318603e+02  3.318756e+02
1976 01 15  3.320363e+02  3.318951e+02
1976 01 22  3.321982e+02  3.319144e+02
1976 01 29  3.323537e+02  3.319333e+02
1976 02 05  3.325108e+02  3.319519e+02
1976 02 12  3.326773e+02  3.319701e+02
1976 02 19  3.328595e+02  3.319881e+02
1976 02 26  3.330617e+02  3.320057e+02
1976 03 04  3.332858e+02  3.320231e+02
1976 03 11  3.335317e+02  3.320401e+02
1976 03 18  3.337972e+02  3.320569e+02
1976 03 25  3.340782e+02  3.320734e+02
1976 04 01  3.343689e+02  3.320896e+02
1976 04 09  3.346606e+02  3.321056e+02
1976 04 16  3.349416e+02  3.321213e+02
1976 04 23  3.351961e+02  3.321369e+02
1976 04 30  3.354045e+02  3.321522e+02
1976 05 07  3.355451e+02  3.321674e+02
1976 05 14  3.355964e+02  3.321824e+02
1976 05 21  3.355414e+02  3.321973e+02
1976 05 28  3.353712e+02  3.322120e+02
1976 06 04  3.350885e+02  3.322266e+02
1976 06 11  3.347084e+02  3.322412e+02
1976 06 18  3.342572e+02  3.322557e+02
1976 06 25  3.337680e+02  3.322702e+02
1976 07 02  3.332751e+02  3.322847e+02
1976 07 09  3.328077e+02  3.322992e+02
1976 07 16  3.323845e+02  3.323137e+02
1976 07 23  3.320113e+02  3.323283e+02
1976 07 30  3.316812e+02  3.323431e+02
1976 08 06  3.313789e+02  3.323579e+02
1976 08 13  3.310855e+02  3.323729e+02
1976 08 20  3.307857e+02  3.323881e+02
1976 08 27  3.304727e+02  3.324035e+02
1976 09 03  3.301512e+02  3.324191e+02
1976 09 10  3.298373e+02  3.324350e+02
1976 09 17  3.295553e+02  3.324512e+02
1976 09 24  3.293330e+02  3.324677e+02
1976 10 01  3.291954e+02  3.324846e+02
1976 10 08  3.291601e+02  3.325018e+02
1976 10 15  3.292338e+02  3.325194e+02
1976 10 22  3.294115e+02  3.325374e+02
1976 10 29  3.296777e+02  3.325559e+02
1976 11 05  3.300099e+02  3.325748e+02
1976 11 12  3.303821e+02  3.325942e+02
1976 11 19  3.307686e+02  3.326141e+02
1976 11 26  3.311474e+02  3.326346e+02
1976 12 03  3.315011e+02  3.326555e+02
1976 12 10  3.318182e+02  3.326771e+02
1976 12 17  3.320924e+02  3.326991e+02
1976 12 24  3.323216e+02  3.327218e+02
1976 12 31  3.325070e+02  3.327451e+02
1977 01 07  3.326524e+02  3.327690e+02
1977 01 14  3.327640e+02  3.327934e+02
1977 01 21  3.328497e+02  3.328185e+02
1977 01 28  3.329200e+02  3.328443e+02
1977 02 04  3.329873e+02  3.328706e+02
1977 02 11  3.330664e+02  3.328976e+02
1977 02 18  3.331732e+02  3.329252e+02
1977 02 25  3.333234e+02  3.329534e+02
1977 03 04  3.335301e+02  3.329823e+02
1977 03 11  3.338006e+02  3.330118e+02
1977 03 18  3.341345e+02  3.330419e+02
1977 03 25  3.345213e+02  3.330726e+02
1977 04 01  3.349402e+02  3.331039e+02
1977 04 08  3.353626e+02  3.331358e+02
1977 04 15  3.357556e+02  3.331683e+02
1977 04 22  3.360879e+02  3.332013e+02
1977 04 29  3.363352e+02  3.332348e+02
1977 05 06  3.364849e+02  3.332689e+02
1977 05 13  3.365380e+02  3.333034e+02
1977 05 20  3.365074e+02  3.333385e+02
1977 05 27  3.364131e+02  3.333740e+02
1977 06 03  3.362765e+02  3.334099e+02
1977 06 10  3.361130e+02  3.334462e+02
1977 06 17  3.359281e+02  3.334830e+02
1977 06 24  3.357158e+02  3.335200e+02
1977 07 01  3.354617e+02  3.335574e+02
1977 07 08  3.351484e+02  3.335951e+02
1977 07 15  3.347628e+02  3.336331e+02
1977 07 22  3.343021e+02  3.336713e+02
1977 07 29  3.337769e+02  3.337097e+02
1977 08 05  3.332111e+02  3.337483e+02
1977 08 12  3.326372e+02  3.337870e+02
1977 08 19  3.320903e+02  3.338258e+02
1977 08 26  3.316013e+02  3.338648e+02
1977 09 02  3.311920e+02  3.339037e+02
1977 09 09  3.308729e+02  3.339427e+02
1977 09 16  3.306446e+02  3.339817e+02
1977 09 23  3.305006e+02  3.340207e+02
1977 09 30  3.304324e+02  3.340595e+02
1977 10 07  3.304327e+02  3.340983e+02
1977 10 14  3.304974e+02  3.341369e+02
1977 10 21  3.306262e+02  3.341754e+02
1977 10 28  3.308204e+02  3.342137e+02
1977 11 04  3.310813e+02  3.342517e+02
1977 11 11  3.314075e+02  3.342895e+02
1977 11 18  3.317937e+02  3.343271e+02
1977 11 25  3.322299e+02  3.343643e+02
1977 12 02  3.327013e+02  3.344013e+02
1977 12 09  3.331897e+02  3.344379e+02
1977 12 16  3.336739e+02  3.344741e+02
1977 12 23  3.341320e+02  3.345100e+02
1977 12 30  3.345437e+02  3.345454e+02
1978 01 06  3.348928e+02  3.345805e+02
1978 01 13  3.351708e+02  3.346151e+02
1978 01 20  3.353789e+02  3.346493e+02
1978 01 27  3.355289e+02  3.346831e+02
1978 02 03  3.356422e+02  3.347164e+02
1978 02 10  3.357458e+02  3.347492e+02
1978 02 17  3.358666e+02  3.347815e+02
1978 02 24  3.360259e+02  3.348134e+02
1978 03 03  3.362338e+02  3.348448e+02
1978 03 10  3.364875e+02  3.348757e+02
1978 03 17  3.367720e+02  3.349062e+02
1978 03 24  3.370643e+02  3.349361e+02
1978 03 31  3.373394e+02  3.349656e+02
1978 04 07  3.375765e+02  3.349946e+02
1978 04 14  3.377632e+02  3.350232e+02
1978 04 21  3.378974e+02  3.350512e+02
1978 04 28  3.379851e+02  3.350789e+02
1978 05 05  3.380364e+02  3.351061e+02
1978 05 12  3.380608e+02  3.351329e+02
1978 05 19  3.380623e+02  3.351593e+02
1978 05 26  3.380378e+02  3.351853e+02
1978 06 02  3.379774e+02  3.352109e+02
1978 06 09  3.378675e+02  3.352361e+02
1978 06 16  3.376946e+02  3.352611e+02
1978 06 23  3.374495e+02  3.352857e+02
1978 06 30  3.371296e+02  3.353100e+02
1978 07 07  3.367400e+02  3.353340e+02
1978 07 14  3.362915e+02  3.353578e+02
1978 07 21  3.357987e+02  3.353813e+02
1978 07 28  3.352776e+02  3.354046e+02
1978 08 04  3.347433e+02  3.354278e+02
1978 08 11  3.342108e+02  3.354508e+02
1978 08 18  3.336951e+02  3.354736e+02
1978 08 25  3.332127e+02  3.354964e+02
1978 09 01  3.327825e+02  3.355190e+02
1978 09 08  3.324247e+02  3.355417e+02
1978 09 15  3.321581e+02  3.355642e+02
1978 09 22  3.319963e+02  3.355868e+02
1978 09 29  3.319441e+02  3.356094e+02
1978 10 06  3.319951e+02  3.356321e+02
1978 10 13  3.321320e+02  3.356548e+02
1978 10 20  3.323303e+02  3.356777e+02
1978 10 27  3.325639e+02  3.357006e+02
1978 11 03  3.328116e+02  3.357237e+02
1978 11 10  3.330621e+02  3.357470e+02
1978 11 17  3.333158e+02  3.357705e+02
1978 11 24  3.335819e+02  3.357942e+02
1978 12 01  3.338733e+02  3.358181e+02
1978 12 08  3.341990e+02  3.358423e+02
1978 12 15  3.345583e+02  3.358668e+02
1978 12 22  3.349387e+02  3.358916e+02
1978 12 29  3.353178e+02  3.359167e+02
1979 01 05  3.356707e+02  3.359421e+02
1979 01 12  3.359783e+02  3.359679e+02
1979 01 19  3.362344e+02  3.359941e+02
1979 01 26  3.364498e+02  3.360207e+02
1979 02 02  3.366490e+02  3.360476e+02
1979 02 09  3.368628e+02  3.360750e+02
1979 02 16  3.371176e+02  3.361027e+02
1979 02 23  3.374252e+02  3.361309e+02
1979 03 02  3.377773e+02  3.361596e+02
1979 03 09  3.381458e+02  3.361887e+02
1979 03 16  3.384907e+02  3.362182e+02
1979 03 23  3.387712e+02  3.362482e+02
1979 03 30  3.389584e+02  3.362786e+02
1979 04 06  3.390436e+02  3.363095e+02
1979 04 13  3.390409e+02  3.363409e+02
1979 04 20  3.389831e+02  3.363727e+02
1979 04 27  3.389117e+02  3.364049e+02
1979 05 04  3.388639e+02  3.364377e+02
1979 05 11  3.388628e+02  3.364708e+02
1979 05 18  3.389105e+02  3.365044e+02
1979 05 25  3.389885e+02  3.365384e+02
1979 06 01  3.390631e+02  3.365729e+02
1979 06 08  3.390954e+02  3.366077e+02
1979 06 15  3.390509e+02  3.366430e+02
1979 06 22  3.389075e+02  3.366786e+02
1979 06 29  3.386591e+02  3.367146e+02
1979 07 06  3.383145e+02  3.367510e+02
1979 07 13  3.378932e+02  3.367877e+02
1979 07 20  3.374190e+02  3.368248e+02
1979 07 27  3.369148e+02  3.368621e+02
1979 08 03  3.363991e+02  3.368998e+02
1979 08 10  3.358863e+02  3.369377e+02
1979 08 17  3.353890e+02  3.369759e+02
1979 08 24  3.349215e+02  3.370143e+02
1979 08 31  3.345026e+02  3.370529e+02
1979 09 07  3.341559e+02  3.370918e+02
1979 09 14  3.339065e+02  3.371308e+02
1979 09 21  3.337763e+02  3.371699e+02
1979 09 28  3.337769e+02  3.372092e+02
1979 10 05  3.339049e+02  3.372486e+02
1979 10 12  3.341406e+02  3.372880e+02
1979 10 19  3.344508e+02  3.373276e+02
1979 10 26  3.347958e+02  3.373671e+02
1979 11 02  3.351384e+02  3.374067e+02
1979 11 09  3.354520e+02  3.374463e+02
1979 11 16  3.357250e+02  3.374859e+02
1979 11 23  3.359601e+02  3.375254e+02
1979 11 30  3.361696e+02  3.375648e+02
1979 12 07  3.363673e+02  3.376041e+02
1979 12 14  3.365620e+02  3.376434e+02
1979 12 21  3.367536e+02  3.376825e+02
1979 12 28  3.369355e+02  3.377214e+02
1980 01 04  3.370997e+02  3.377602e+02
1980 01 11  3.372446e+02  3.377987e+02
1980 01 18  3.373802e+02  3.378371e+02
1980 01 25  3.375288e+02  3.378753e+02
1980 02 01  3.377192e+02  3.379132e+02
1980 02 08  3.379776e+02  3.379509e+02
1980 02 15  3.383161e+02  3.379883e+02
1980 02 22  3.387266e+02  3.380254e+02
1980 02 29  3.391796e+02  3.380622e+02
1980 03 07  3.396321e+02  3.380988e+02
1980 03 14  3.400397e+02  3.381350e+02
1980 03 21  3.403706e+02  3.381709e+02
1980 03 28  3.406151e+02  3.382065e+02
1980 04 05  3.407880e+02  3.382418e+02
1980 04 12  3.409214e+02  3.382767e+02
1980 04 19  3.410523e+02  3.383113e+02
1980 04 26  3.412065e+02  3.383456e+02
1980 05 03  3.413878e+02  3.383795e+02
1980 05 10  3.415738e+02  3.384131e+02
1980 05 17  3.417205e+02  3.384464e+02
1980 05 24  3.417754e+02  3.384793e+02
1980 05 31  3.416924e+02  3.385119e+02
1980 06 07  3.414461e+02  3.385442e+02
1980 06 14  3.410393e+02  3.385762e+02
1980 06 21  3.405030e+02  3.386079e+02
1980 06 28  3.398887e+02  3.386393e+02
1980 07 05  3.392562e+02  3.386704e+02
1980 07 12  3.386609e+02  3.387013e+02
1980 07 19  3.381438e+02  3.387318e+02
1980 07 26  3.377260e+02  3.387621e+02
1980 08 02  3.374096e+02  3.387922e+02
1980 08 09  3.371818e+02  3.388221e+02
1980 08 16  3.370213e+02  3.388517e+02
1980 08 23  3.369051e+02  3.388811e+02
1980 08 30  3.368135e+02  3.389104e+02
1980 09 06  3.367329e+02  3.389395e+02
1980 09 13  3.366573e+02  3.389684e+02
1980 09 20  3.365873e+02  3.389972e+02
1980 09 27  3.365292e+02  3.390259e+02
1980 10 04  3.364940e+02  3.390545e+02
1980 10 11  3.364952e+02  3.390830e+02
1980 10 18  3.365477e+02  3.391113e+02
1980 10 25  3.366653e+02  3.391397e+02
1980 11 01  3.368583e+02  3.391680e+02
1980 11 08  3.371307e+02  3.391962e+02
1980 11 15  3.374777e+02  3.392244e+02
1980 11 22  3.378839e+02  3.392526e+02
1980 11 29  3.383238e+02  3.392808e+02
1980 12 06  3.387640e+02  3.393090e+02
1980 12 13  3.391677e+02  3.393372e+02
1980 12 20  3.395009e+02  3.393654e+02
1980 12 27  3.397386e+02  3.393937e+02
1981 01 03  3.398700e+02  3.394220e+02
1981 01 10  3.399015e+02  3.394503e+02
1981 01 17  3.398555e+02  3.394787e+02
1981 01 24  3.397661e+02  3.395071e+02
1981 01 31  3.396728e+02  3.395356e+02
1981 02 07  3.396117e+02  3.395641e+02
1981 02 14  3.396098e+02  3.395927e+02
1981 02 21  3.396809e+02  3.396213e+02
1981 02 28  3.398250e+02  3.396499e+02
1981 03 07  3.400320e+02  3.396785e+02
1981 03 14  3.402867e+02  3.397072e+02
1981 03 21  3.405741e+02  3.397359e+02
1981 03 28  3.408831e+02  3.397645e+02
1981 04 04  3.412074e+02  3.397932e+02
1981 04 11  3.415429e+02  3.398218e+02
