 30.00  -126.0
 25.00  -134.0
 20.00  -140.0 
 15.00  -147.0
 10.00  -152.0
  5.00  -158.0
  0.00  -163.0
 -5.00  -168.0
-10.00  -174.0
-15.00  -178.0
-20.00   175.0
-25.00   168.0
-30.00   160.0
