1998 03 27 19 47 00 -3.000000000e-02	9.97
1998 03 27 19 47 00  1.500000000e-01	10.15
1998 04 03 19 40 00 -2.800000000e-01	9.72
1998 04 03 19 40 00 -1.600000000e-01	9.84
1998 04 03 19 55 00  7.000000000e-02	10.07
1998 04 03 19 55 00  3.000000000e-02	10.03
1998 04 10 19 26 00 -6.000000000e-02	9.94
1998 04 10 19 26 00 -3.000000000e-02	9.97
1998 04 10 19 43 00  8.000000000e-02	10.08
1998 04 10 19 43 00 -7.000000000e-02	9.93
1998 04 17 19 38 00 -3.000000000e-02	9.97
1998 04 17 19 38 00  3.000000000e-02	10.03
1998 04 17 19 53 00  1.900000000e-01	10.19
1998 04 17 19 53 00  3.000000000e-02	10.03
1998 04 24 19 34 00 -6.000000000e-02	9.94
1998 04 24 19 34 00  1.400000000e-01	10.14
1998 04 24 19 53 00  1.300000000e-01	10.13
1998 04 24 19 53 00  1.800000000e-01	10.18
1998 05 01 19 46 00 -5.000000000e-02	9.95
1998 05 01 19 46 00 -3.900000000e-01	9.61
1998 05 08 19 26 00  2.200000000e-01	10.22
1998 05 08 19 26 00 -2.500000000e-01	9.75
1998 05 08 19 46 00 -1.700000000e-01	9.83
1998 05 08 19 46 00 -3.000000000e-02	9.97
1998 05 15 19 27 00  2.100000000e-01	10.21
1998 05 15 19 27 00  3.600000000e-01	10.36
1998 05 15 19 42 00  4.000000000e-01	10.4
1998 05 15 19 42 00  6.200000000e-01	10.62
1998 05 22 19 46 00 -3.300000000e-01	9.67
1998 05 22 19 46 00  4.000000000e-02	10.04
1998 05 22 20 04 00 -5.000000000e-02	9.95
1998 05 22 20 04 00 -1.000000000e-01	9.9
1998 05 29 19 36 00  4.000000000e-02	10.04
1998 05 29 19 36 00 -3.700000000e-01	9.63
1998 05 29 19 56 00 -3.200000000e-01	9.68
1998 05 29 19 56 00 -3.600000000e-01	9.64
1998 06 12 19 29 00 -4.000000000e-01	9.6
1998 06 12 19 29 00 -1.200000000e-01	9.88
1998 06 12 19 47 00  7.000000000e-02	10.07
1998 06 12 19 47 00 -7.000000000e-02	9.93
1998 06 19 19 27 00 -3.600000000e-01	9.64
1998 06 19 19 27 00 -2.900000000e-01	9.71
1998 06 19 19 46 00  8.000000000e-02	10.08
1998 06 19 19 46 00 -9.000000000e-02	9.91
1998 06 26 19 27 00  1.600000000e-01	10.16
1998 06 26 19 27 00  2.000000000e-02	10.02
1998 06 26 19 51 00 -5.000000000e-02	9.95
1998 06 26 19 51 00  2.000000000e-02	10.02
1998 07 02 19 38 00 -2.300000000e-01	9.77
1998 07 02 19 38 00 -1.400000000e-01	9.86
1998 07 10 19 58 00  4.000000000e-02	10.04
1998 07 10 19 58 00 -4.000000000e-02	9.96
1998 07 31 19 43 00 -9.000000000e-02	9.91
1998 07 31 19 43 00 -2.000000000e-02	9.98
1998 08 07 19 28 00 -2.200000000e-01	9.78
1998 08 07 19 28 00 -1.300000000e-01	9.87
1998 08 07 19 44 00 -1.600000000e-01	9.84
1998 08 07 19 44 00 -6.000000000e-02	9.94
1998 08 14 19 49 00 -1.000000000e-01	9.9
1998 08 14 19 49 00  2.800000000e-01	10.28
1998 08 14 19 49 00  7.000000000e-02	10.07
1998 08 14 19 49 00  2.000000000e-02	10.02
1998 08 28 19 53 00 -1.900000000e-01	9.81
1998 08 28 19 53 00 -2.600000000e-01	9.74
1998 09 04 20 04 00  1.100000000e-01	10.11
1998 09 04 20 04 00  2.700000000e-01	10.27
1998 09 11 19 59 00  4.000000000e-02	10.04
1998 09 11 19 59 00  2.900000000e-01	10.29
1998 09 25 19 54 00 -1.100000000e-01	9.89
1998 09 25 19 54 00 -9.000000000e-02	9.91
1998 10 02 19 52 00  3.000000000e-02	10.03
1998 10 02 19 52 00  3.000000000e-02	10.03
1998 10 09 19 33 00 -8.000000000e-02	9.92
1998 10 09 19 33 00  3.000000000e-02	10.03
1998 10 09 19 47 00  8.000000000e-02	10.08
1998 10 09 19 47 00  1.100000000e-01	10.11
1998 10 16 19 29 00 -1.200000000e-01	9.88
1998 10 16 19 29 00 -8.000000000e-02	9.92
1998 10 16 19 47 00  0.000000000e+00	10
1998 10 16 19 47 00 -1.000000000e-01	9.9
1998 10 23 19 38 00 -3.000000000e-02	9.97
1998 10 23 19 38 00 -6.000000000e-02	9.94
1998 10 23 19 59 00  6.000000000e-02	10.06
1998 10 23 19 59 00  1.200000000e-01	10.12
1998 10 30 19 38 00 -8.700000000e-01	9.13
1998 10 30 19 55 00 -6.000000000e-02	9.94
1998 10 30 19 55 00 -3.000000000e-02	9.97
1998 11 06 19 58 00 -7.000000000e-02	9.93
1998 11 06 19 58 00 -4.000000000e-02	9.96
1998 11 27 19 22 00 -8.000000000e-02	9.92
1998 11 27 19 22 00  1.000000000e-02	10.01
1998 11 27 19 47 00  6.000000000e-02	10.06
1998 11 27 19 47 00  2.900000000e-01	10.29
1998 12 11 19 20 00  9.000000000e-02	10.09
1998 12 11 19 20 00 -1.300000000e-01	9.87
1998 12 11 19 53 00  1.200000000e-01	10.12
1998 12 11 19 53 00  3.000000000e-01	10.3
1998 12 18 19 35 00  2.000000000e-01	10.2
1998 12 18 19 35 00  1.900000000e-01	10.19
1998 12 18 20 14 00  1.100000000e-01	10.11
1998 12 18 20 14 00  1.500000000e-01	10.15
1998 12 23 19 23 00  1.300000000e-01	10.13
1998 12 23 19 23 00  1.300000000e-01	10.13
1998 12 23 20 06 00  5.000000000e-02	10.05
1998 12 23 20 06 00 -1.000000000e-02	9.99
1999 01 08 19 21 00  1.400000000e-01	10.14
1999 01 08 19 21 00  2.000000000e-01	10.2
1999 01 15 19 47 00  3.400000000e-01	10.34
1999 01 15 19 47 00  2.500000000e-01	10.25
1999 01 22 19 38 00  2.000000000e-02	10.02
1999 01 22 19 38 00  4.000000000e-02	10.04
1999 01 22 20 10 00  3.000000000e-02	10.03
1999 01 22 20 10 00  3.100000000e-01	10.31
1999 01 29 19 23 00  9.000000000e-02	10.09
1999 01 29 19 23 00 -7.000000000e-02	9.93
1999 01 29 19 50 00  5.300000000e-01	10.53
1999 01 29 19 50 00  6.500000000e-01	10.65
1999 02 05 19 24 00  3.000000000e-02	10.03
1999 02 05 19 24 00  2.000000000e-02	10.02
1999 02 05 19 58 00  1.100000000e-01	10.11
1999 02 05 19 58 00  1.800000000e-01	10.18
1999 02 12 19 35 00  1.700000000e-01	10.17
1999 02 12 19 35 00  2.000000000e-01	10.2
1999 02 26 19 37 00  2.200000000e-01	10.22
1999 02 26 19 37 00  6.000000000e-02	10.06
1999 02 26 20 10 00 -2.000000000e-02	9.98
1999 02 26 20 10 00  8.000000000e-02	10.08
1999 03 05 19 47 00  1.800000000e-01	10.18
1999 03 05 19 47 00  1.700000000e-01	10.17
1999 03 12 19 22 00 -9.000000000e-02	9.91
1999 03 12 19 22 00  1.000000000e-02	10.01
1999 03 26 19 15 00 -3.000000000e-02	9.97
1999 03 26 19 15 00  4.000000000e-02	10.04
1999 03 26 19 47 00  1.800000000e-01	10.18
1999 03 26 19 47 00  2.800000000e-01	10.28
1999 04 02 19 19 00  7.000000000e-02	10.07
1999 04 02 19 19 00  8.000000000e-02	10.08
1999 04 02 19 53 00 -2.000000000e-02	9.98
1999 04 02 19 53 00 -1.000000000e-02	9.99
1999 04 09 19 39 00  3.400000000e-01	10.34
1999 04 09 19 39 00  3.400000000e-01	10.34
1999 04 09 20 15 00  1.400000000e-01	10.14
1999 04 09 20 15 00 -1.000000000e-02	9.99
1999 04 16 19 22 00  5.000000000e-02	10.05
1999 04 16 19 22 00  0.000000000e+00	10
1999 04 16 19 38 00  2.300000000e-01	10.23
1999 04 16 19 38 00  2.000000000e-02	10.02
1999 04 23 19 37 00  8.000000000e-02	10.08
1999 04 23 19 37 00  9.000000000e-02	10.09
1999 04 23 20 12 00 -3.000000000e-02	9.97
1999 04 30 19 47 00  6.000000000e-02	10.06
1999 04 30 19 47 00  2.000000000e-02	10.02
1999 04 30 20 16 00 -4.000000000e-02	9.96
1999 04 30 20 16 00  3.000000000e-02	10.03
1999 05 07 19 48 00  5.000000000e-02	10.05
1999 05 07 19 48 00  1.000000000e-01	10.1
1999 05 07 20 14 00 -7.000000000e-02	9.93
1999 05 07 20 14 00 -5.000000000e-02	9.95
1999 05 14 19 43 00  3.600000000e-01	10.36
1999 05 14 19 43 00  1.200000000e-01	10.12
1999 05 14 20 18 00  3.000000000e-02	10.03
1999 05 14 20 18 00  1.500000000e-01	10.15
1999 05 21 19 19 00  1.000000000e-01	10.1
1999 05 21 19 19 00  1.100000000e-01	10.11
1999 05 21 19 42 00  8.000000000e-02	10.08
1999 05 21 19 42 00  4.000000000e-02	10.04
1999 05 28 19 40 00 -1.000000000e-02	9.99
1999 05 28 19 40 00  5.000000000e-02	10.05
1999 05 28 20 16 00  3.000000000e-02	10.03
1999 05 28 20 16 00  2.500000000e-01	10.25
1999 06 04 19 34 00  8.000000000e-02	10.08
1999 06 04 19 34 00 -6.000000000e-02	9.94
1999 06 04 20 12 00 -2.000000000e-02	9.98
1999 06 04 20 12 00  4.000000000e-02	10.04
1999 06 11 19 34 00  6.000000000e-01	10.6
1999 06 11 19 34 00  1.900000000e-01	10.19
1999 06 11 20 13 00  2.200000000e-01	10.22
1999 06 11 20 13 00 -1.000000000e-02	9.99
1999 06 18 19 36 00  1.000000000e-01	10.1
1999 06 18 19 36 00  5.000000000e-02	10.05
1999 06 25 19 22 00  1.100000000e-01	10.11
1999 06 25 19 22 00  7.000000000e-02	10.07
1999 06 25 19 54 00  5.600000000e-01	10.56
1999 06 25 19 54 00  3.800000000e-01	10.38
1999 07 02 20 02 00  2.800000000e-01	10.28
1999 07 02 20 02 00  3.300000000e-01	10.33
1999 07 02 20 16 00  0.000000000e+00	10
1999 07 02 20 16 00  7.000000000e-02	10.07
1999 07 09 19 20 00  2.000000000e-01	10.2
1999 07 09 19 20 00  2.100000000e-01	10.21
1999 07 09 19 48 00  1.300000000e-01	10.13
1999 07 09 19 48 00  2.300000000e-01	10.23
1999 07 16 19 58 00 -1.600000000e-01	9.84
1999 07 16 19 58 00 -1.000000000e-01	9.9
1999 07 16 20 14 00  2.300000000e-01	10.23
1999 07 16 20 14 00  2.800000000e-01	10.28
1999 08 06 19 43 00  2.000000000e-01	10.2
1999 08 06 19 43 00  1.700000000e-01	10.17
1999 08 06 20 16 00  0.000000000e+00	10
1999 08 06 20 16 00  7.000000000e-02	10.07
1999 08 13 19 39 00  3.000000000e-02	10.03
1999 08 13 19 39 00  1.000000000e-01	10.1
1999 08 20 19 50 00 -3.000000000e-02	9.97
1999 08 20 19 50 00 -5.000000000e-02	9.95
1999 08 27 20 01 00  2.500000000e-01	10.25
1999 08 27 20 01 00  9.000000000e-02	10.09
1999 08 27 20 19 00  6.000000000e-02	10.06
1999 08 27 20 19 00  1.300000000e-01	10.13
1999 09 17 19 40 00  7.000000000e-02	10.07
1999 09 17 19 40 00  1.300000000e-01	10.13
1999 09 17 20 16 00  2.600000000e-01	10.26
1999 09 17 20 16 00  1.500000000e-01	10.15
1999 09 24 19 20 00  1.600000000e-01	10.16
1999 09 24 19 20 00  2.400000000e-01	10.24
1999 09 24 19 51 00  8.000000000e-02	10.08
1999 09 24 19 51 00  9.000000000e-02	10.09
1999 10 01 19 30 00  4.000000000e-02	10.04
1999 10 01 19 30 00  5.000000000e-02	10.05
1999 10 08 19 23 00  1.300000000e-01	10.13
1999 10 08 19 23 00  7.000000000e-02	10.07
1999 10 08 19 57 00  2.200000000e-01	10.22
1999 10 08 19 57 00  5.000000000e-02	10.05
1999 10 15 19 23 00 -9.000000000e-02	9.91
1999 10 15 19 23 00 -1.000000000e-01	9.9
1999 10 15 19 50 00  2.300000000e-01	10.23
1999 10 15 19 50 00  3.900000000e-01	10.39
1999 10 22 19 40 00  4.700000000e-01	10.47
1999 10 22 19 40 00  6.000000000e-02	10.06
1999 10 29 20 04 00  2.000000000e-02	10.02
1999 10 29 20 04 00  5.000000000e-02	10.05
1999 10 29 20 21 00 -3.000000000e-02	9.97
1999 10 29 20 21 00  6.000000000e-02	10.06
1999 11 05 19 23 00  5.000000000e-02	10.05
1999 11 05 19 23 00  2.000000000e-02	10.02
1999 11 05 19 53 00  2.500000000e-01	10.25
1999 11 05 19 53 00  1.800000000e-01	10.18
1999 11 12 19 38 00  2.500000000e-01	10.25
1999 11 12 19 38 00  1.000000000e-01	10.1
1999 11 12 20 19 00  1.500000000e-01	10.15
1999 11 12 20 19 00  4.000000000e-02	10.04
1999 11 26 19 33 00  9.000000000e-02	10.09
1999 11 26 19 33 00  1.100000000e-01	10.11
1999 11 26 20 13 00  1.500000000e-01	10.15
1999 11 26 20 13 00  1.200000000e-01	10.12
1999 12 01 20 06 00  1.100000000e-01	10.11
1999 12 01 20 06 00  6.000000000e-02	10.06
1999 12 01 20 23 00  2.500000000e-01	10.25
1999 12 01 20 23 00  4.000000000e-02	10.04
1999 12 10 19 54 00  1.300000000e-01	10.13
1999 12 10 19 54 00  1.200000000e-01	10.12
1999 12 10 20 13 00 -4.000000000e-02	9.96
1999 12 10 20 13 00  1.600000000e-01	10.16
1999 12 17 19 48 00  1.600000000e-01	10.16
1999 12 17 19 48 00  1.400000000e-01	10.14
1999 12 17 20 09 00  9.000000000e-02	10.09
1999 12 17 20 09 00  5.000000000e-02	10.05
1999 12 22 20 11 00  3.000000000e-01	10.3
1999 12 22 20 11 00  2.900000000e-01	10.29
2000 01 07 19 49 00  5.000000000e-02	10.05
2000 01 07 19 49 00 -4.000000000e-02	9.96
2000 01 07 20 10 00  0.000000000e+00	10
2000 01 07 20 10 00  1.300000000e-01	10.13
2000 01 14 20 18 00  8.000000000e-02	10.08
2000 01 14 20 18 00  5.000000000e-02	10.05
2000 01 14 20 36 00  2.300000000e-01	10.23
2000 01 14 20 36 00  7.000000000e-02	10.07
2000 01 21 20 14 00 -9.000000000e-02	9.91
2000 01 21 20 14 00 -1.700000000e-01	9.83
2000 01 28 19 53 00  1.000000000e-01	10.1
2000 01 28 19 53 00  8.000000000e-02	10.08
2000 02 04 19 56 00  1.300000000e-01	10.13
2000 02 04 19 56 00  9.000000000e-02	10.09
2000 02 18 19 57 00  2.000000000e-02	10.02
2000 02 18 19 57 00  9.000000000e-02	10.09
2000 02 18 20 14 00  6.000000000e-02	10.06
2000 02 18 20 14 00  7.000000000e-02	10.07
2000 02 25 19 48 00  3.000000000e-02	10.03
2000 02 25 19 48 00  2.000000000e-02	10.02
2000 02 25 20 21 00  0.000000000e+00	10
2000 02 25 20 21 00  1.200000000e-01	10.12
2000 03 03 19 43 00  3.000000000e-01	10.3
2000 03 03 19 43 00  1.700000000e-01	10.17
2000 03 03 20 16 00  2.000000000e-01	10.2
2000 03 03 20 16 00  1.200000000e-01	10.12
2000 03 10 20 17 00 -5.000000000e-02	9.95
2000 03 10 20 17 00 -7.000000000e-02	9.93
2000 03 17 19 58 00  2.200000000e-01	10.22
2000 03 17 19 58 00  2.200000000e-01	10.22
2000 03 24 19 42 00 -7.000000000e-02	9.93
2000 03 24 19 42 00 -6.000000000e-02	9.94
2000 03 24 20 15 00  7.000000000e-02	10.07
2000 03 24 20 15 00  1.600000000e-01	10.16
2000 03 31 19 42 00  6.300000000e-01	10.63
2000 03 31 19 42 00  3.700000000e-01	10.37
2000 03 31 20 14 00 -2.000000000e-02	9.98
2000 03 31 20 14 00 -7.000000000e-02	9.93
2000 04 07 20 11 00  6.000000000e-02	10.06
2000 04 07 20 11 00  1.500000000e-01	10.15
2000 04 14 19 45 00  3.000000000e-02	10.03
2000 04 14 19 45 00  2.000000000e-02	10.02
2000 04 14 20 12 00 -1.000000000e-01	9.9
2000 04 14 20 12 00 -1.800000000e-01	9.82
2000 04 21 19 37 00  2.600000000e-01	10.26
2000 04 21 19 37 00  1.300000000e-01	10.13
2000 04 21 20 09 00 -2.000000000e-02	9.98
2000 04 21 20 09 00  0.000000000e+00	10
2000 04 28 19 48 00  9.000000000e-02	10.09
2000 04 28 19 48 00  1.200000000e-01	10.12
2000 04 28 20 10 00  1.600000000e-01	10.16
2000 04 28 20 10 00  1.200000000e-01	10.12
2000 05 05 20 13 00  1.000000000e-02	10.01
2000 05 05 20 13 00  1.300000000e-01	10.13
2000 05 12 19 48 00  1.200000000e-01	10.12
2000 05 12 19 48 00  1.300000000e-01	10.13
2000 05 12 20 16 00  4.000000000e-02	10.04
2000 05 12 20 16 00  1.700000000e-01	10.17
2000 05 19 19 53 00  1.700000000e-01	10.17
2000 05 19 19 53 00  1.300000000e-01	10.13
2000 05 26 19 38 00  4.000000000e-02	10.04
2000 05 26 19 38 00 -2.000000000e-02	9.98
2000 05 26 20 13 00  2.000000000e-01	10.2
2000 05 26 20 13 00  2.100000000e-01	10.21
2000 06 02 19 54 00  2.800000000e-01	10.28
2000 06 02 19 54 00  3.900000000e-01	10.39
2000 06 02 20 08 00  3.000000000e-02	10.03
2000 06 02 20 08 00  1.100000000e-01	10.11
2000 06 09 19 42 00  1.200000000e-01	10.12
2000 06 09 19 42 00  1.200000000e-01	10.12
2000 06 09 20 12 00  1.000000000e-02	10.01
2000 06 09 20 12 00  2.000000000e-02	10.02
2000 06 16 19 37 00  1.100000000e-01	10.11
2000 06 16 19 37 00  2.000000000e-02	10.02
2000 06 16 20 15 00  5.000000000e-02	10.05
2000 06 16 20 15 00  4.000000000e-02	10.04
2000 06 30 19 38 00  1.500000000e-01	10.15
2000 06 30 19 38 00  2.100000000e-01	10.21
2000 06 30 20 13 00  2.800000000e-01	10.28
2000 06 30 20 13 00  1.700000000e-01	10.17
2000 07 07 19 57 00  4.000000000e-01	10.4
2000 07 07 19 57 00  2.600000000e-01	10.26
2000 07 07 20 13 00 -1.000000000e-02	9.99
2000 07 07 20 13 00 -6.000000000e-02	9.94
2000 07 14 19 38 00  3.000000000e-01	10.3
2000 07 14 19 38 00  3.700000000e-01	10.37
2000 07 21 19 35 00  2.300000000e-01	10.23
2000 07 21 19 35 00  1.600000000e-01	10.16
2000 07 21 20 14 00  1.200000000e-01	10.12
2000 07 21 20 14 00  2.000000000e-01	10.2
2000 07 28 19 38 00  2.600000000e-01	10.26
2000 07 28 19 38 00  2.700000000e-01	10.27
